ph,turbidity,solids,chloramines,sulfate,conductivity,organic_carbon,hardness,temperature,dissolved_oxygen,potability
7.919,6.392,22800.337,3.362,198.632,432.092,8.128,79.956,23.151,7.441,0
9.7,6.3,28146.219,4.549,179.029,319.128,12.679,187.493,19.432,7.385,0
6.724,0.51,11894.32,7.015,260.971,275.927,15.745,294.248,27.749,4.646,0
6.642,1.615,27767.841,5.566,150.559,315.486,15.697,139.068,27.242,5.58,0
7.869,1.393,16343.037,4.687,204.195,231.2,9.585,239.022,19.899,10.666,1
7.919,4.906,19545.141,7.844,244.244,266.375,9.763,247.656,31.722,9.217,0
6.565,1.637,12824.983,1.135,229.14,282.853,10.434,229.696,16.601,7.909,1
6.697,2.714,24006.685,2.508,326.787,232.79,20.166,299.805,18.724,8.231,1
7.641,5.221,22923.939,0.5,202.285,468.453,8.097,242.536,32.12,8.738,1
6.272,3.135,28710.611,7.517,80.0,296.94,11.041,289.256,15.429,6.593,0
6.689,3.871,26863.948,4.907,121.709,181.419,15.99,126.911,25.012,6.667,0
7.19,2.638,17440.525,7.033,263.485,356.85,7.6,230.995,32.096,6.291,1
8.096,5.946,36000.0,4.881,215.122,271.413,13.661,273.099,7.924,7.704,0
6.495,6.357,26280.152,7.146,159.883,580.09,3.952,147.54,21.041,5.329,0
5.258,4.409,21013.354,4.846,431.468,420.95,13.367,45.0,28.496,6.205,0
5.183,6.375,11018.496,5.92,335.444,228.542,12.736,120.297,21.434,8.311,0
5.841,12.5,7554.787,5.627,260.034,473.244,13.236,150.138,23.344,6.765,0
5.787,5.158,8107.319,5.775,284.83,415.197,8.59,220.865,24.091,4.249,0
6.945,2.949,11431.174,8.469,242.463,376.367,13.525,158.846,24.814,6.717,0
5.911,3.937,26452.467,1.851,158.426,593.954,12.324,190.172,18.326,8.382,0
6.397,6.819,20666.078,4.963,352.611,287.937,18.346,156.762,27.444,7.609,0
6.326,2.196,13513.074,5.496,337.363,529.218,15.37,182.93,24.479,4.358,0
6.659,2.053,16616.851,5.197,96.927,355.857,5.98,186.358,16.353,9.258,1
8.423,3.889,15824.648,4.304,284.247,402.797,8.753,155.219,20.299,6.956,1
7.762,2.907,22700.329,4.031,293.631,315.021,9.726,235.169,14.804,8.01,1
7.116,1.38,11787.815,8.16,237.653,322.671,13.312,265.917,24.24,9.28,1
6.639,3.461,19772.962,4.959,443.268,352.675,11.739,126.812,25.846,7.177,0
6.667,7.777,19450.558,9.976,434.043,176.908,11.72,201.952,24.23,3.964,0
7.428,4.305,11982.358,6.157,232.912,446.598,25.18,111.376,26.189,10.56,1
7.684,1.137,27822.039,4.521,246.06,418.787,10.192,93.6,23.774,3.426,0
6.192,4.803,15578.787,6.205,236.077,225.275,18.759,247.01,27.42,6.801,0
7.136,2.464,11047.124,5.318,213.037,484.194,11.837,300.407,22.258,9.732,0
5.068,11.379,23043.72,7.784,186.735,579.848,2.697,171.94,27.07,6.145,0
7.312,4.537,17854.221,2.765,308.083,325.258,13.361,290.831,15.542,6.251,1
7.862,1.88,20154.784,1.498,431.723,310.828,17.537,154.349,14.896,7.01,1
6.82,5.059,9799.581,5.822,396.757,538.61,15.351,177.103,23.502,7.075,0
8.917,3.646,22780.706,6.771,332.08,453.39,13.653,281.725,26.97,5.852,0
6.219,7.284,31620.784,5.672,80.0,388.689,12.607,139.803,21.395,6.255,0
7.317,2.044,9291.581,6.445,106.513,502.747,10.274,240.417,26.701,9.335,1
7.064,4.53,19802.357,6.151,355.454,437.893,16.533,170.845,24.797,6.444,0
7.0,0.709,12395.487,2.139,402.647,576.42,10.546,150.361,11.117,8.304,1
6.986,3.35,34982.439,5.662,312.067,402.989,9.618,162.016,36.476,5.757,0
7.207,1.108,25557.611,7.734,239.026,456.177,14.348,70.744,15.7,9.892,1
7.948,3.558,19333.698,5.444,379.946,536.767,11.15,259.36,17.521,9.088,1
8.478,4.151,9518.861,2.48,329.055,111.261,18.264,202.447,29.667,7.239,0
7.098,4.407,11090.636,4.432,361.683,541.11,14.603,181.86,23.115,8.554,1
7.915,2.042,22350.784,6.214,107.192,344.387,8.999,151.888,18.547,10.139,1
6.398,3.426,8643.801,8.691,294.184,464.994,7.349,207.148,20.276,5.597,0
7.866,6.686,8847.76,1.187,415.839,604.695,9.919,238.59,17.893,5.499,0
6.338,9.348,17557.403,5.822,309.833,368.292,23.021,174.9,18.358,8.073,0
8.191,3.514,18367.208,3.236,345.601,350.338,11.431,242.997,27.578,5.073,0
9.311,6.81,19970.204,6.115,268.092,398.431,15.912,205.13,20.111,4.606,0
6.978,1.49,14643.086,6.276,274.016,230.725,6.625,184.864,16.803,4.514,1
4.907,2.31,23480.953,4.634,384.215,668.895,7.626,240.18,18.592,7.667,1
6.552,3.802,11898.204,6.363,208.068,399.898,11.652,162.065,22.099,3.736,0
8.332,2.922,21573.188,7.38,199.751,602.471,20.155,121.166,18.655,6.674,0
7.653,2.693,18891.784,4.771,224.352,365.015,6.692,187.08,21.214,2.0,0
7.349,6.336,21404.219,2.426,266.993,409.081,9.666,191.94,25.019,8.188,1
8.109,1.283,25182.987,7.951,128.142,518.312,16.558,177.772,20.211,8.309,0
7.584,1.403,14540.34,6.757,327.14,272.734,19.667,255.444,18.014,7.018,1
8.318,0.945,13202.996,6.228,251.039,392.694,14.468,217.527,18.959,9.527,1
8.019,3.886,6525.441,3.718,337.564,513.816,15.541,183.671,31.074,8.832,1
8.622,2.462,4376.486,7.071,84.879,379.436,8.464,189.697,35.615,5.975,0
7.459,5.924,16356.168,9.185,337.889,347.031,6.547,194.435,23.267,5.821,0
8.005,3.648,16801.101,4.857,378.636,538.827,7.344,218.933,27.204,8.991,1
6.793,2.002,10440.46,5.289,302.277,573.134,8.57,192.889,17.549,8.633,1
6.499,1.756,11837.852,2.97,267.552,592.216,13.515,181.505,19.577,6.916,1
8.807,0.228,27402.45,3.661,338.542,324.001,7.012,116.619,25.61,4.233,0
7.316,2.787,23192.959,2.951,373.071,335.482,13.627,150.961,9.291,9.073,1
7.905,1.123,9299.555,5.362,309.449,348.41,11.082,205.235,27.481,7.52,1
7.224,6.438,14624.738,4.418,315.8,491.222,9.969,200.34,19.725,7.296,1
6.513,2.367,20139.017,5.846,405.84,261.384,16.483,108.307,16.748,2.29,0
7.111,0.789,13428.068,3.316,329.698,268.16,8.184,159.095,25.251,8.359,1
8.536,7.314,12243.48,4.765,196.978,319.279,18.961,138.864,31.366,7.29,0
7.655,2.82,15301.402,3.193,372.665,292.413,16.239,265.055,21.185,6.428,1
5.389,4.782,24589.296,5.475,254.484,511.123,8.045,203.812,24.694,5.894,0
6.885,2.026,25179.108,1.835,267.829,503.037,17.91,213.669,25.631,7.6,1
8.882,7.483,12719.596,5.403,274.085,347.198,7.513,186.33,24.392,8.242,0
6.886,1.56,20493.582,4.543,347.354,381.736,18.319,155.552,17.219,6.712,1
5.3,2.461,17458.324,5.462,413.652,110.0,13.998,165.501,24.296,8.407,0
8.993,0.548,10946.469,1.795,267.076,350.109,5.394,217.1,24.068,5.326,0
7.782,7.362,15569.016,6.409,412.157,554.274,6.671,175.695,7.168,6.226,0
7.03,1.821,9282.478,4.503,278.99,343.582,10.678,217.67,27.974,8.635,1
6.729,3.953,25059.859,5.534,384.184,273.899,16.405,197.864,14.279,6.672,0
8.182,4.362,27591.068,1.36,281.867,570.147,11.732,206.255,23.744,10.49,1
6.558,6.573,14831.275,2.615,223.144,271.262,11.62,209.061,31.803,7.898,0
8.248,3.74,13280.984,4.32,428.378,590.527,12.681,161.061,21.586,5.298,0
7.642,2.95,24354.864,7.851,215.03,720.0,3.522,172.899,16.933,4.576,0
7.345,6.123,25404.968,6.155,209.341,391.875,16.209,239.987,26.243,8.812,0
7.246,4.311,10256.326,5.36,158.237,554.253,18.528,290.45,31.131,6.307,0
6.925,2.613,16537.71,3.251,372.718,204.728,16.052,240.49,16.57,9.05,1
8.146,7.583,17116.9,2.887,392.793,199.447,10.594,45.0,9.314,6.428,0
6.235,4.55,12489.954,5.653,296.716,309.393,8.517,148.31,29.86,7.836,1
5.478,1.034,20008.881,6.501,181.371,503.69,7.631,196.309,27.954,6.796,0
7.714,8.503,12950.355,5.518,264.424,405.209,7.401,129.598,25.232,7.86,0
7.731,1.983,13988.305,8.519,239.277,382.632,22.691,127.02,12.561,8.713,1
7.58,6.551,16841.272,3.735,177.41,250.1,12.145,166.971,26.467,7.434,0
7.508,0.804,7821.095,5.459,223.444,389.718,16.571,208.993,28.995,8.59,1
6.779,6.097,4133.054,1.714,307.988,327.767,16.323,223.965,35.507,4.342,0
7.887,1.096,23468.77,5.522,213.561,294.301,13.142,169.796,21.368,8.148,1
7.054,3.668,12687.9,8.039,289.797,284.117,8.308,165.573,23.922,7.441,1
6.613,4.461,31376.617,3.017,114.013,428.033,14.834,143.598,10.515,6.928,0
6.788,2.656,30316.947,6.784,407.73,318.561,7.629,217.89,28.616,3.096,0
9.121,3.22,14207.889,7.982,231.73,404.218,15.21,214.194,28.476,4.396,0
5.365,1.326,32703.844,3.721,338.971,192.718,7.834,239.888,25.342,7.809,0
7.6,5.67,23594.234,6.034,281.038,465.377,10.537,197.136,29.888,8.036,0
5.421,3.812,13305.46,8.259,299.212,433.886,10.53,117.884,18.466,8.137,0
6.992,1.552,1800.0,5.561,168.781,377.236,18.795,170.811,21.735,7.387,1
6.666,3.917,21973.008,6.673,200.352,424.382,1.547,237.131,21.961,5.243,0
5.015,4.005,17703.423,1.552,202.282,517.1,22.989,94.549,29.375,5.55,0
7.489,3.336,20303.85,6.294,267.155,231.143,8.873,185.334,29.506,3.604,0
6.72,0.232,16012.565,6.134,377.723,413.003,11.945,205.683,24.843,7.624,1
5.001,2.365,10064.93,2.448,301.827,248.383,14.36,300.203,24.539,10.83,0
7.94,5.611,14724.327,3.171,188.471,415.513,13.974,156.939,26.195,7.235,0
8.535,4.638,22093.142,6.308,272.423,373.938,16.296,183.308,21.048,6.032,0
8.59,4.541,15196.56,4.495,258.146,402.011,15.247,282.818,30.898,7.446,0
7.459,3.79,15157.284,7.324,235.176,506.81,21.666,157.642,20.379,7.156,0
7.146,6.059,7623.984,5.721,263.69,503.221,15.792,249.109,25.491,4.275,0
8.428,1.974,18092.803,5.213,329.916,535.405,11.972,211.596,19.542,7.857,1
8.782,1.64,10272.442,4.759,203.806,357.435,10.011,177.844,28.492,7.205,0
8.234,9.923,23470.42,5.685,235.599,489.38,9.895,214.839,22.422,7.093,0
6.158,1.805,12728.344,6.706,348.48,465.797,18.32,181.887,34.986,10.979,1
7.301,0.999,15577.923,6.168,304.862,360.455,20.398,314.18,22.267,7.218,1
7.54,2.619,31565.893,4.254,373.725,419.064,17.018,76.394,28.437,10.681,0
5.29,3.427,15507.268,7.579,387.047,389.138,1.5,174.464,19.343,5.911,0
7.569,6.086,14636.264,6.415,149.354,572.386,2.388,176.076,21.218,4.682,0
9.373,2.369,21306.543,5.87,289.505,502.226,12.466,182.63,22.756,5.942,0
7.74,2.353,5895.798,5.283,221.824,364.696,11.75,249.423,25.038,9.512,1
8.573,3.196,25630.261,6.1,163.109,356.347,12.59,165.413,18.67,6.035,0
7.283,2.056,23960.61,1.437,197.919,519.914,18.133,217.062,19.689,4.833,0
7.027,0.814,20908.936,5.583,239.435,565.796,17.909,202.731,23.518,8.012,1
7.481,1.077,1800.0,8.38,239.966,442.864,13.287,236.116,25.312,6.71,1
6.284,7.208,15813.824,5.54,213.414,484.029,5.643,182.455,22.789,8.434,0
6.136,5.227,9226.37,5.267,263.84,561.376,6.969,207.721,21.959,6.191,0
8.366,3.114,24806.694,3.908,460.0,384.026,12.803,183.211,15.301,5.738,0
8.472,4.627,24341.647,6.085,118.356,415.016,14.376,135.767,25.902,10.387,0
6.109,5.334,20022.064,4.71,361.66,463.407,7.022,277.947,27.889,5.901,0
8.068,1.886,9679.777,7.719,263.438,353.52,15.472,148.08,28.575,5.896,0
7.013,1.313,27212.912,3.373,227.78,608.885,4.614,163.683,23.871,8.231,1
7.44,6.72,15795.303,4.195,93.452,352.44,1.5,142.875,19.501,2.384,0
7.56,0.318,29234.912,3.898,329.835,412.354,8.562,212.111,21.134,8.719,1
8.094,4.679,19225.016,8.769,142.518,634.965,18.679,163.701,23.895,10.619,0
7.183,3.631,20794.252,4.72,335.371,181.587,19.35,273.338,22.891,8.957,1
8.51,6.276,14508.022,4.004,413.013,430.915,5.323,219.367,18.098,5.526,0
7.409,4.8,26645.211,0.919,155.962,325.732,5.667,174.773,13.242,6.098,0
7.724,4.607,21454.82,3.277,364.311,405.02,15.924,139.964,19.777,7.516,0
6.267,1.436,26878.796,6.156,267.162,260.294,10.517,183.911,21.394,8.057,1
9.259,5.474,18654.018,6.148,86.993,360.495,18.649,218.602,24.793,10.305,0
7.57,4.283,17194.249,3.798,162.591,407.973,15.851,187.476,20.624,10.224,1
7.813,1.607,21368.346,3.909,280.149,433.598,16.624,182.28,21.541,7.013,0
5.492,3.655,26876.513,8.82,299.101,512.477,8.802,133.874,23.647,6.444,1
6.277,1.178,24108.773,10.493,130.641,126.139,14.497,313.373,32.087,5.993,0
8.338,2.794,18398.455,7.4,267.695,389.896,21.574,178.939,22.035,8.56,0
7.387,12.5,5428.08,8.219,335.002,384.037,13.14,114.402,14.018,9.344,0
5.186,1.367,22767.509,8.643,349.879,397.287,12.297,130.872,19.03,7.523,0
8.138,0.805,8148.419,9.529,229.909,408.873,10.539,171.074,33.486,7.398,0
6.556,1.089,17727.537,4.496,302.27,305.386,5.291,296.963,31.318,11.204,1
8.511,2.763,16747.52,3.343,356.157,219.36,7.555,180.628,28.45,8.624,1
7.012,5.045,8284.505,8.767,337.459,431.053,8.487,169.386,27.069,3.705,0
7.305,3.267,19921.27,3.171,340.772,285.69,5.101,236.458,27.135,7.338,1
8.279,0.926,31503.065,3.043,274.648,453.329,5.554,240.473,21.614,7.763,0
6.203,5.0,15468.064,3.089,256.966,292.536,1.5,226.25,28.03,6.915,0
6.107,0.475,22478.218,4.837,288.13,488.127,8.979,200.993,28.256,9.671,1
6.904,1.03,32811.984,1.131,200.08,398.465,15.539,129.262,27.898,6.806,0
7.927,1.986,23106.986,2.234,359.528,406.795,11.076,148.694,19.528,5.628,1
5.769,6.562,13308.519,3.855,134.916,375.439,11.096,102.499,21.117,6.122,0
5.432,3.365,19040.596,2.708,222.134,356.197,15.951,177.682,19.278,8.614,1
7.924,3.465,20625.071,7.225,261.919,377.042,20.1,166.644,28.782,4.961,0
6.497,0.942,26819.785,5.113,304.923,546.798,22.73,160.935,24.758,6.513,0
6.708,2.153,25391.327,6.254,320.89,220.875,13.15,205.359,25.274,8.925,1
5.243,5.928,1800.0,6.035,391.564,327.224,11.232,153.855,26.338,4.951,0
6.421,4.089,11934.67,4.686,271.609,531.799,10.641,171.274,14.81,5.533,0
7.092,5.128,17044.826,7.076,203.971,503.373,15.16,163.252,28.115,4.349,0
8.03,3.099,10900.634,6.004,252.672,566.224,11.797,188.248,19.863,5.788,0
6.329,5.972,1800.0,4.463,237.851,397.891,11.813,210.055,20.39,6.46,0
8.757,0.936,12783.48,1.732,309.194,246.805,12.111,116.051,18.153,6.973,1
6.415,2.712,17476.531,6.141,174.305,272.059,8.26,214.927,23.464,5.75,0
6.417,4.534,14085.65,2.577,250.088,369.155,2.005,204.534,22.612,6.712,1
8.637,0.657,11019.869,5.861,402.926,496.284,9.488,213.024,14.932,9.163,1
7.311,0.2,17769.52,5.258,280.287,374.439,19.059,197.328,12.623,8.001,1
6.548,9.929,19730.073,2.379,175.501,365.198,18.847,209.886,21.825,11.242,1
6.945,3.4,14454.119,5.617,236.118,452.632,16.729,167.138,27.721,6.189,1
8.453,0.587,26416.335,5.483,80.0,408.327,10.278,214.385,27.161,6.591,0
8.566,3.336,17875.144,5.49,259.997,352.129,8.943,252.951,28.804,7.678,1
6.283,1.045,11835.161,5.394,405.053,284.818,19.811,162.754,21.853,6.474,0
7.058,1.436,10190.507,3.795,164.139,518.634,7.626,164.75,20.949,7.352,1
7.19,6.712,16115.696,6.283,141.236,530.738,12.677,224.678,22.356,3.948,0
6.114,2.027,24737.234,3.725,209.473,278.078,20.103,159.53,27.666,6.733,0
7.044,2.014,12146.023,2.951,343.312,356.687,13.058,150.442,32.353,8.98,1
7.105,1.013,21373.217,6.449,409.894,485.037,11.179,213.219,20.33,10.827,1
8.24,2.396,18114.62,6.973,303.098,268.481,17.719,166.324,21.458,10.008,1
8.307,3.566,30456.014,6.312,155.698,448.821,12.824,257.196,23.179,7.627,0
6.771,2.025,20036.635,4.686,263.111,365.821,13.383,164.358,21.462,8.266,1
6.886,11.645,12961.529,1.221,417.101,258.989,19.316,144.949,19.632,7.995,0
7.764,1.266,22286.402,8.063,238.573,618.281,1.5,189.737,22.271,6.402,0
6.515,1.259,22505.143,1.19,276.94,364.028,14.115,213.949,18.414,5.674,1
7.689,2.319,14919.428,6.272,285.448,467.917,9.052,207.617,27.208,7.847,1
7.012,10.75,9934.028,9.32,133.602,270.459,11.567,219.64,31.548,7.202,0
6.131,5.187,20984.229,5.399,349.825,591.281,13.008,159.576,21.353,8.911,0
6.143,1.97,17912.849,5.682,337.57,638.686,9.46,252.452,32.646,3.115,0
8.547,1.971,7642.424,5.859,95.549,224.739,13.528,98.956,22.374,7.088,0
6.944,1.222,19154.386,5.496,151.895,385.253,14.234,147.053,18.955,9.577,1
8.74,2.264,13359.546,9.801,182.575,564.347,13.416,192.11,26.981,8.438,0
6.586,2.654,7648.587,3.414,328.61,348.788,13.001,151.659,17.64,5.631,1
7.391,5.021,15211.244,3.163,201.155,454.116,11.971,172.967,26.619,5.044,1
9.493,4.303,25838.972,4.445,299.115,203.359,12.059,136.009,24.473,7.317,0
6.043,2.204,25352.4,8.582,249.549,310.404,12.857,178.551,20.659,8.813,0
5.202,8.225,23653.889,3.946,271.05,441.605,8.259,215.469,20.045,8.329,0
8.387,1.75,19250.014,5.961,307.155,334.265,18.216,160.545,17.938,7.608,0
6.273,0.789,21372.682,7.242,288.148,361.736,12.09,141.657,28.983,8.556,1
7.079,3.691,18141.19,6.658,263.387,223.131,10.685,164.649,21.708,7.863,0
6.514,6.379,10317.17,7.136,292.802,483.488,14.281,250.713,24.805,8.479,0
7.368,3.007,11614.238,7.936,283.443,244.251,11.984,250.257,22.936,9.087,1
6.149,0.973,13553.324,5.716,247.178,589.883,18.092,163.704,21.77,6.599,0
6.92,3.472,26608.834,4.186,228.345,323.077,16.526,217.956,24.893,5.806,0
7.55,3.802,24498.49,5.394,424.838,501.084,12.918,188.992,25.97,8.712,0
6.092,4.098,10480.796,4.422,227.37,489.265,16.725,260.623,23.803,6.481,0
6.4,3.524,17847.042,10.143,381.195,286.791,13.559,200.536,21.904,3.896,1
6.753,6.959,14883.054,4.035,206.764,335.909,7.306,178.915,16.697,9.969,1
5.671,1.195,16491.846,6.066,333.865,350.107,16.504,277.993,19.5,7.857,1
6.677,0.2,14015.722,2.098,416.619,358.242,3.948,139.191,21.225,7.777,0
7.219,0.476,26636.996,5.366,236.312,249.28,1.5,207.556,23.093,7.067,1
6.7,0.959,17377.108,4.526,208.272,469.064,15.641,265.134,12.913,8.907,1
6.829,5.639,18905.019,6.451,228.515,322.35,14.496,226.639,26.593,5.09,0
7.08,2.395,18957.678,6.504,263.354,391.299,14.195,148.044,24.862,7.406,1
6.444,8.661,10819.494,7.934,292.359,525.762,18.753,145.083,19.625,7.908,0
7.791,1.113,18205.599,7.775,261.6,473.616,12.389,112.533,17.686,8.392,1
8.536,8.545,24405.059,4.967,229.301,330.443,10.798,271.561,19.018,4.325,0
6.636,1.45,27072.491,3.211,431.136,529.912,16.085,127.691,15.323,8.469,1
7.585,2.65,10039.203,3.446,247.963,484.865,9.288,229.237,21.032,6.646,1
6.86,0.592,7629.092,5.705,212.291,320.299,11.429,111.542,21.959,6.227,1
7.465,7.796,17903.875,5.416,335.593,343.314,13.637,330.64,28.327,4.589,0
8.666,2.939,24709.719,5.616,336.947,525.06,13.996,115.591,25.751,11.419,0
7.609,11.986,19837.377,4.03,385.062,498.441,11.001,192.339,30.233,7.169,0
5.327,6.581,21921.924,7.974,428.868,224.692,10.293,256.663,23.651,7.842,0
7.554,2.599,8658.381,2.155,294.433,284.329,7.46,151.331,17.716,5.507,1
8.333,1.664,13782.081,3.919,240.498,488.445,8.958,221.007,33.096,4.647,0
6.878,5.813,3225.27,2.946,103.31,264.075,20.686,174.499,21.152,8.866,0
8.096,3.18,16573.828,4.682,185.283,501.593,11.305,211.351,14.035,4.97,0
6.41,1.587,3432.574,7.593,282.728,637.294,13.352,249.442,24.278,9.746,1
5.614,3.358,26162.301,4.524,164.62,449.795,5.789,166.44,13.779,10.641,1
7.241,0.389,27606.34,5.303,130.265,294.241,24.034,272.33,22.509,6.004,0
5.344,4.154,18414.183,6.428,270.595,426.181,8.623,209.384,20.243,6.57,0
6.86,4.741,7668.275,4.429,331.025,529.154,7.212,297.166,26.037,2.822,0
8.387,1.076,19942.132,5.865,244.049,416.869,12.225,144.243,28.531,4.263,0
5.19,7.086,29584.362,5.602,341.227,463.06,8.484,154.686,21.116,8.537,0
5.821,6.093,20592.281,2.838,317.41,309.07,14.142,177.225,20.702,9.658,0
6.068,3.884,25202.396,4.171,362.685,318.16,5.698,123.304,27.397,5.993,1
7.037,1.356,14346.425,5.809,449.742,513.727,17.617,240.924,18.553,6.265,1
6.734,4.944,11837.135,7.664,460.0,319.553,16.729,185.829,23.374,4.554,0
8.499,2.291,17039.397,7.663,327.192,110.0,11.966,126.963,26.141,5.366,0
8.054,3.591,4976.415,9.291,225.913,368.24,5.05,144.746,18.415,9.792,1
7.595,5.28,32216.576,6.071,270.256,442.704,8.845,142.152,21.256,7.958,0
7.246,0.804,18407.725,4.273,398.727,532.021,12.781,240.801,23.585,4.169,0
7.493,0.564,23134.024,4.972,189.076,602.493,7.053,215.145,30.718,8.42,1
6.238,2.111,14500.195,4.872,388.051,415.164,7.785,182.709,15.985,11.668,1
7.957,10.673,7469.939,4.284,250.556,484.034,17.222,169.909,22.135,6.691,0
5.988,12.314,26767.796,5.866,284.306,419.475,13.197,176.87,30.852,6.201,0
7.935,4.087,10193.348,5.959,196.347,447.488,13.055,287.961,28.634,8.447,0
8.286,6.211,19767.452,2.752,152.483,382.577,14.874,177.135,21.402,9.212,0
7.311,3.035,20380.051,7.276,241.299,451.373,11.763,237.165,22.586,8.879,1
6.924,3.36,17980.683,1.426,375.756,317.409,12.232,171.888,25.665,6.829,1
7.5,2.648,12400.202,4.655,205.333,642.61,14.552,282.537,25.785,6.643,1
4.5,6.733,16527.39,7.399,402.064,118.053,16.14,122.944,30.993,4.296,0
7.402,8.726,11324.67,6.315,216.306,473.506,14.741,234.387,29.562,5.186,0
6.987,3.301,22759.655,4.386,174.201,443.346,19.072,148.233,14.983,8.049,1
7.049,3.349,21215.055,9.038,286.559,449.554,12.611,311.731,13.749,6.438,0
7.807,2.757,17360.884,4.22,322.721,263.062,6.438,228.354,19.847,7.844,1
7.025,8.874,13805.715,1.096,280.987,203.623,17.397,96.291,12.255,6.97,1
5.96,5.685,31197.566,6.005,277.831,477.693,11.397,138.769,30.612,7.511,0
6.959,1.327,9036.584,1.543,401.252,565.92,9.041,227.683,14.324,7.435,1
7.168,10.46,7460.015,3.437,273.068,431.427,15.706,226.179,21.265,8.743,1
7.215,0.218,16966.961,6.346,225.015,501.632,14.168,222.072,17.947,8.928,1
7.262,8.29,15822.692,4.178,168.698,350.023,6.746,198.612,13.795,7.369,1
8.139,6.367,24634.286,6.261,373.259,444.789,15.518,172.459,29.848,7.032,0
6.014,3.308,21699.757,2.784,228.817,552.079,20.934,249.771,19.655,7.335,0
7.276,3.247,17691.916,6.817,237.111,367.374,13.956,142.471,34.061,5.989,0
8.39,2.867,20752.196,1.718,354.41,547.286,11.347,192.939,31.151,9.355,0
5.365,1.386,20634.077,7.737,439.603,208.851,4.988,155.892,22.982,6.388,0
7.28,9.917,31173.119,4.149,286.363,331.44,21.73,151.504,10.848,7.112,0
6.515,3.174,19146.862,8.162,253.355,470.51,10.174,164.755,21.027,7.717,0
6.729,1.363,13072.999,3.419,264.52,633.337,6.164,149.561,36.258,7.958,1
6.195,9.521,18790.257,8.95,226.279,406.713,12.999,220.234,25.484,7.884,0
6.93,4.424,1800.0,3.185,234.753,280.93,17.037,108.814,22.03,7.154,1
8.941,4.617,17287.791,1.512,235.208,630.609,18.062,213.706,19.454,10.361,0
5.836,10.962,24604.386,5.186,342.412,389.863,9.475,155.115,28.146,7.536,0
5.93,5.078,21414.197,7.568,257.505,484.773,12.057,191.671,25.144,6.948,0
5.798,1.895,19440.614,6.682,380.542,364.869,12.502,180.824,24.647,10.636,1
8.827,5.072,21720.055,7.426,255.116,422.073,16.895,162.543,29.589,6.0,0
6.638,1.503,24671.168,6.721,233.803,337.546,15.168,256.722,29.278,10.631,1
7.074,2.209,26764.017,3.459,373.619,675.917,13.718,169.601,25.536,3.808,0
6.697,3.991,20408.463,6.633,266.832,547.948,16.617,228.693,13.796,6.677,0
6.156,6.146,15445.276,5.286,254.253,617.175,6.371,229.401,17.303,4.395,0
6.865,1.989,2462.107,3.681,267.853,310.385,14.394,175.008,19.424,4.948,1
9.558,2.802,23858.127,5.459,389.665,185.997,13.497,120.816,22.784,8.215,0
8.492,2.779,20848.816,4.987,291.017,369.845,12.275,141.482,31.694,7.914,1
6.247,6.888,18492.287,7.932,371.206,706.977,11.376,260.334,34.905,6.305,0
7.748,3.244,13027.665,4.07,245.057,366.375,13.104,217.09,25.272,10.341,1
6.268,10.368,23773.488,3.977,357.599,531.215,9.934,197.637,26.191,9.442,0
5.324,2.208,15827.963,3.703,285.203,282.019,24.773,158.813,14.235,7.307,0
8.12,2.063,17276.256,8.894,340.019,305.519,18.615,285.25,20.548,4.145,0
8.26,8.19,17136.074,3.815,347.165,395.425,17.418,142.254,19.792,9.126,0
8.146,4.785,20424.036,7.694,184.962,658.163,10.116,197.684,19.307,6.531,0
6.63,12.5,10033.892,3.037,271.116,537.028,8.193,217.599,26.362,7.926,0
6.933,7.986,21156.587,6.113,346.362,158.618,11.546,118.186,20.384,8.836,0
7.85,1.039,12814.226,5.625,359.901,485.008,13.014,148.284,12.008,6.678,1
7.491,3.186,13042.276,7.567,371.542,267.152,5.982,164.835,27.887,9.702,1
6.706,3.987,23254.06,7.277,273.902,323.213,14.66,237.405,29.98,6.717,0
5.481,3.785,11032.315,5.264,395.918,466.247,17.37,165.919,24.672,8.37,0
7.214,2.838,23242.376,4.026,209.137,572.812,2.439,111.01,22.024,8.759,1
8.179,3.729,18158.884,8.35,137.945,566.912,8.448,105.724,17.784,9.042,0
5.902,3.876,6786.201,3.826,241.403,444.788,18.025,147.815,18.144,10.54,1
7.739,2.015,26369.093,0.565,366.647,446.474,14.183,108.044,29.212,5.92,0
7.432,6.699,19516.649,1.383,172.672,566.545,8.602,232.275,18.659,5.361,0
7.85,9.596,20061.818,1.87,140.062,215.935,15.809,234.431,34.673,6.821,0
7.972,5.378,24047.075,6.291,118.757,624.283,9.826,190.388,28.508,12.879,1
6.406,4.323,27244.935,9.529,327.555,316.682,11.437,175.529,24.97,9.831,0
5.483,3.033,18806.675,1.02,141.954,436.274,7.375,230.788,38.0,6.41,0
6.566,3.963,21512.368,3.535,311.668,345.45,12.576,228.51,30.399,6.774,0
7.989,4.259,19912.709,5.278,237.113,266.279,17.082,135.733,20.504,7.373,0
6.558,1.391,15271.36,8.191,199.499,460.391,10.351,143.332,17.063,7.891,1
6.406,6.476,7207.664,3.524,180.109,433.384,15.405,228.86,20.541,8.554,0
5.279,2.332,18896.993,6.282,282.535,392.353,12.275,204.881,22.404,8.629,0
8.853,8.482,26463.096,4.6,200.897,386.68,17.356,223.453,18.602,9.554,0
