power_usage,water_usage,gas_usage,temperature,humidity,usage_score,anomaly
97.39,64.6,13.19,30.09,72.99,30.14,0
151.9,59.36,28.45,36.51,82.63,45.6,0
115.61,64.87,35.14,32.92,42.17,41.68,0
134.8,46.88,32.73,27.64,78.69,37.57,0
100.38,48.88,15.7,28.88,67.73,28.73,0
131.61,67.11,23.31,35.81,65.19,42.32,0
133.1,55.39,35.62,28.19,48.89,40.91,0
60.0,54.26,35.04,23.84,50.96,25.18,0
128.36,58.48,17.01,20.05,80.84,30.35,0
91.22,54.61,28.6,17.35,58.62,25.67,0
153.53,66.92,31.11,39.7,41.29,51.26,0
131.07,59.71,30.75,43.42,89.46,45.57,0
102.86,49.0,28.34,31.22,62.32,33.67,0
98.55,27.07,21.38,40.1,72.64,32.08,0
124.26,57.57,10.15,35.84,39.22,37.82,0
105.52,53.04,37.99,27.54,72.79,34.67,0
107.07,38.78,14.71,22.61,46.13,26.23,0
103.72,63.69,22.29,31.47,43.53,35.5,0
185.69,38.54,40.41,25.75,71.15,46.84,0
147.82,59.04,22.77,32.32,51.44,42.93,0
121.97,62.82,37.88,35.6,48.11,44.24,0
140.35,32.63,43.69,26.45,50.92,40.0,0
128.45,43.0,15.88,29.13,53.76,33.83,0
101.9,59.74,27.89,35.49,66.94,36.8,0
155.52,46.24,33.33,28.35,78.85,41.7,0
120.01,52.53,31.19,32.51,57.14,38.84,0
113.47,60.68,36.97,28.51,40.94,39.0,0
139.95,62.62,27.74,32.07,63.16,42.49,0
106.23,46.51,28.16,32.77,59.35,34.81,0
76.46,59.75,24.63,29.0,53.13,28.88,0
132.88,55.58,37.46,25.34,72.96,38.71,0
143.73,56.48,37.62,39.65,65.19,48.37,0
115.25,84.49,15.62,22.88,37.63,34.88,0
88.71,46.62,24.78,28.52,54.65,28.97,0
116.71,61.25,31.14,34.14,44.26,40.91,0
145.59,30.56,18.01,34.44,42.03,38.93,0
118.68,43.28,15.1,28.19,44.88,31.9,0
123.42,62.87,37.93,24.64,42.8,39.3,0
95.87,72.54,44.49,30.29,61.24,39.17,0
99.19,34.23,31.06,22.23,95.0,25.47,0
132.42,36.93,39.38,29.83,25.92,41.08,0
108.34,51.44,23.44,37.02,74.12,36.13,0
102.98,32.0,42.23,16.38,49.52,27.87,0
124.52,55.49,37.08,37.14,48.94,44.21,0
124.78,32.37,31.16,29.26,57.23,35.24,0
159.04,39.49,33.54,34.77,61.35,45.52,0
147.54,66.51,43.07,34.22,44.91,50.07,0
145.63,35.29,22.71,31.46,54.44,38.61,0
150.94,47.97,39.31,26.87,56.87,42.91,0
119.21,40.65,31.54,32.49,55.61,37.18,0
135.2,40.43,23.47,21.35,22.72,34.17,0
143.49,52.21,24.32,31.18,39.48,41.59,0
132.06,26.28,29.3,37.31,33.55,40.46,0
80.68,47.82,32.03,22.76,46.32,26.97,0
117.51,18.0,24.55,32.71,65.03,31.66,0
143.53,53.76,48.66,17.65,75.47,39.09,0
106.53,42.65,39.22,22.5,20.0,33.81,0
145.14,32.9,20.42,29.01,46.95,36.79,0
154.88,57.1,32.68,19.11,55.57,39.49,0
91.94,44.59,21.73,19.17,56.37,23.77,0
145.76,60.85,27.16,37.7,86.87,44.78,0
108.04,50.98,34.15,41.02,52.2,41.68,0
127.77,53.0,18.27,26.51,53.46,34.38,0
146.47,45.33,15.98,24.61,51.31,35.29,0
92.63,51.89,37.83,31.3,58.26,34.75,0
119.52,59.15,30.33,23.62,79.76,33.9,0
156.63,59.27,18.03,41.27,66.25,47.14,0
130.74,49.94,40.5,20.94,41.78,37.63,0
127.25,58.45,31.81,32.82,76.54,40.31,0
145.4,40.86,24.57,26.24,61.02,36.86,0
87.66,35.07,17.72,39.7,59.68,30.81,0
111.72,55.93,28.82,42.09,64.61,41.67,0
143.56,43.38,33.97,26.08,20.0,41.11,0
136.69,57.41,41.93,30.66,50.14,44.53,0
100.0,62.53,28.13,30.5,77.63,33.87,0
118.74,67.52,14.23,21.71,51.77,31.51,0
112.63,71.38,27.9,24.32,64.58,34.9,0
80.04,45.55,30.91,34.01,73.2,30.55,0
121.62,39.71,35.33,25.41,26.82,36.29,0
118.32,61.89,16.78,28.57,82.05,33.17,0
123.67,48.32,26.98,23.39,29.73,34.71,0
153.72,57.95,14.56,25.88,59.18,38.26,0
112.99,47.19,22.95,22.11,31.96,30.91,0
141.2,18.47,28.96,35.02,47.28,39.1,0
151.29,50.48,13.61,25.59,55.27,36.6,0
121.48,51.82,39.26,28.22,60.15,38.65,0
114.11,31.68,19.48,28.98,48.01,30.74,0
136.07,61.8,29.95,25.74,63.14,39.05,0
122.7,22.32,30.52,34.23,69.12,35.19,0
100.62,45.29,10.0,37.37,69.05,31.09,0
131.75,50.69,27.24,29.45,50.9,38.53,0
170.21,36.58,31.61,24.75,34.28,43.01,0
162.54,52.25,39.99,18.53,67.43,41.06,0
145.96,73.43,29.52,30.47,64.37,44.65,0
91.98,40.27,18.56,27.21,51.82,26.67,0
126.83,59.76,27.07,18.93,78.19,32.25,0
148.24,53.42,30.76,32.35,32.91,45.07,0
101.9,50.9,32.13,35.85,56.1,37.3,0
153.26,61.27,39.39,26.61,63.84,44.73,0
105.38,65.74,19.37,28.46,45.52,33.77,0
136.16,27.46,25.73,45.0,75.14,42.27,0
109.73,39.56,31.24,23.9,44.32,31.52,0
135.15,45.87,30.89,31.5,56.1,40.11,0
124.21,36.39,36.04,29.8,78.55,36.07,0
88.24,78.82,27.44,14.91,72.65,26.33,0
141.03,34.75,21.84,40.66,22.91,43.68,0
136.41,51.41,33.23,24.72,20.0,40.09,0
143.81,30.79,16.06,37.13,43.42,39.44,0
111.5,67.14,19.67,16.02,57.28,28.34,0
132.05,28.99,18.43,16.64,24.51,28.35,0
114.97,59.17,31.36,21.96,71.52,32.91,0
129.58,64.16,20.6,33.9,41.71,41.12,0
111.06,66.54,18.87,22.01,77.71,29.96,0
123.63,45.7,21.55,30.93,76.17,34.48,0
149.66,55.32,45.33,30.23,88.27,45.26,0
143.29,48.92,33.1,35.01,69.28,43.63,0
131.58,73.1,41.06,27.36,64.32,43.24,0
101.08,42.55,41.78,30.33,51.82,35.75,0
123.97,23.03,33.61,30.14,60.51,34.65,0
139.22,68.62,21.45,28.17,56.33,40.08,0
101.38,58.49,19.81,33.19,57.95,33.89,0
158.16,18.0,31.65,27.95,66.34,38.24,0
81.41,57.26,34.07,44.05,56.31,39.05,0
107.07,47.84,19.26,24.3,65.46,28.47,0
124.73,47.41,23.99,25.83,81.09,32.7,0
125.91,71.81,25.41,26.81,63.51,38.04,0
106.48,38.96,39.75,36.09,62.28,38.09,0
114.86,42.88,34.87,31.53,74.83,36.07,0
132.5,47.82,13.16,35.01,61.27,37.15,0
149.82,45.34,10.0,23.51,41.41,34.4,0
110.32,75.11,32.99,29.82,38.87,40.26,0
120.99,53.93,39.66,19.68,20.0,36.68,0
86.42,55.19,33.97,28.86,40.77,32.82,0
130.12,60.29,29.22,26.52,65.07,37.88,0
109.57,25.68,21.61,28.81,50.87,29.37,0
164.22,28.29,15.59,26.84,58.0,36.78,0
162.61,30.95,13.79,32.3,61.73,38.98,0
133.16,44.0,10.0,26.77,30.34,33.4,0
122.28,57.94,28.76,30.48,45.7,38.98,0
116.73,53.54,26.65,22.0,77.79,31.01,0
90.17,52.13,26.99,33.5,55.12,33.0,0
126.09,40.6,35.23,20.85,35.85,34.47,0
100.1,74.09,30.86,34.27,95.0,37.18,0
134.83,49.59,18.74,27.71,41.86,36.47,0
115.95,55.44,23.74,26.43,55.38,33.78,0
107.57,51.63,14.41,42.33,39.43,38.24,0
112.33,47.61,36.2,17.99,41.35,31.5,0
121.44,41.79,32.54,38.33,50.91,41.14,0
107.9,62.75,29.88,33.02,56.76,38.05,0
80.82,74.12,39.62,29.81,34.56,36.61,0
101.9,27.33,24.16,20.91,48.24,25.01,0
139.52,58.16,28.88,14.03,52.65,33.57,0
164.84,57.64,31.45,20.44,82.44,40.39,0
172.43,40.34,24.13,27.39,40.98,43.12,0
138.75,37.21,29.22,32.07,55.13,39.47,0
159.6,45.61,26.17,27.16,42.54,41.85,0
113.84,71.33,21.67,20.57,38.7,33.03,0
161.64,56.37,33.5,25.9,74.14,43.27,0
122.03,39.82,39.83,27.62,48.97,37.46,0
100.82,59.48,33.28,19.4,47.03,30.81,0
128.79,40.66,32.71,19.53,37.74,33.6,0
117.2,48.66,18.1,30.39,84.81,32.21,0
137.69,39.98,21.81,23.86,72.13,32.94,0
102.62,59.93,30.5,26.16,27.52,34.88,0
68.0,62.03,41.08,37.38,51.26,35.91,0
109.17,44.01,60.21,28.2,36.09,41.56,0
127.34,38.76,25.74,12.0,46.2,27.21,0
132.3,54.84,30.48,22.84,82.67,35.09,0
131.47,47.07,35.96,31.04,49.34,40.94,0
112.73,94.19,31.22,33.96,84.32,42.73,0
143.42,37.95,29.24,24.74,78.42,35.6,0
131.94,43.84,12.91,23.79,39.87,31.89,0
126.13,66.34,11.3,20.8,65.37,30.83,0
135.21,51.01,11.22,28.79,80.88,33.52,0
126.3,40.74,38.37,30.36,54.56,39.1,0
150.02,70.85,23.64,28.15,62.95,42.52,0
103.95,40.69,15.53,34.17,55.52,31.44,0
109.5,29.16,29.63,33.67,40.27,34.73,0
156.38,53.0,19.19,25.53,64.71,38.7,0
126.47,59.16,36.11,17.36,39.37,35.42,0
121.68,46.86,32.16,31.45,75.69,37.12,0
134.26,68.19,34.43,26.37,64.6,40.93,0
161.22,51.41,26.4,36.06,21.74,48.5,0
121.48,42.53,24.25,16.32,52.24,28.19,0
153.11,49.24,30.66,28.2,62.94,41.76,0
146.33,61.33,10.0,29.8,63.77,38.04,0
130.17,39.99,31.25,23.87,43.28,35.3,0
142.71,51.57,39.51,16.02,65.34,36.14,0
106.93,42.19,31.66,34.93,30.97,37.67,0
123.4,24.09,40.67,24.54,58.7,33.68,0
113.85,34.96,13.22,20.08,20.0,26.6,0
107.94,65.23,29.92,24.02,69.33,33.29,0
125.43,33.5,10.0,29.47,76.37,29.59,0
99.19,55.63,27.88,28.0,64.36,32.12,0
130.35,31.91,27.76,31.17,74.86,35.44,0
153.37,60.28,31.66,16.97,46.39,38.81,0
139.14,56.71,30.67,22.13,42.72,38.28,0
137.53,63.75,22.93,27.96,52.14,39.55,0
122.84,43.53,23.94,13.24,46.9,27.22,0
102.27,46.52,18.92,29.19,75.11,29.3,0
160.3,28.04,26.52,35.44,61.39,42.79,0
164.1,51.85,31.07,22.84,66.79,41.33,0
119.82,40.89,36.38,26.27,60.73,35.12,0
127.06,55.15,29.61,40.24,28.24,45.41,0
122.87,35.81,36.56,14.61,73.87,28.52,0
156.52,44.76,12.2,34.41,60.64,40.54,0
134.99,44.32,26.64,31.41,86.45,37.28,0
112.81,54.89,12.21,30.16,37.92,33.11,0
130.81,55.94,24.5,27.92,70.11,36.71,0
105.76,54.19,24.57,33.8,33.75,36.73,0
155.37,53.36,29.18,25.21,74.17,40.34,0
119.91,47.84,17.55,42.76,41.34,40.81,0
107.36,42.38,10.0,32.42,45.39,30.6,0
103.59,18.29,10.0,38.48,50.45,29.32,0
107.98,47.9,21.06,31.52,76.65,32.13,0
133.39,55.96,18.22,21.13,66.83,32.44,0
114.69,44.64,43.58,27.58,57.82,37.25,0
96.06,52.98,38.25,30.04,87.86,33.51,0
135.22,32.72,30.28,26.39,95.0,33.63,0
123.51,34.26,35.81,31.11,45.49,37.91,0
170.67,51.86,14.48,25.02,48.66,40.53,0
133.7,53.27,19.93,34.86,53.8,40.05,0
81.18,52.82,25.71,36.93,51.48,33.07,0
116.38,67.09,16.02,26.51,52.34,33.82,0
124.07,41.32,10.0,14.66,60.86,23.8,0
164.82,46.34,29.89,25.71,29.93,43.68,0
131.25,89.19,21.45,19.34,48.82,37.49,0
118.76,49.7,10.0,19.91,42.8,27.55,0
132.46,60.23,17.4,17.05,72.72,30.34,0
130.51,55.24,43.52,38.84,46.52,47.76,0
153.59,40.59,21.25,23.55,31.49,37.63,0
112.14,46.37,37.78,29.19,54.84,36.6,0
106.16,43.13,18.52,23.57,36.64,28.55,0
118.97,66.29,27.47,22.57,43.43,35.4,0
138.79,23.26,26.6,20.36,23.99,32.6,0
129.01,60.86,36.13,38.83,62.5,45.71,0
109.03,54.47,10.0,35.35,63.4,33.15,0
161.55,61.92,37.91,43.45,78.19,53.66,0
115.64,58.52,28.3,24.86,33.26,35.57,0
168.99,39.6,21.14,36.01,59.35,45.07,0
140.65,30.99,26.35,34.69,66.07,39.02,0
136.5,52.87,18.52,30.1,46.19,38.16,0
110.85,40.11,10.0,27.4,42.48,28.55,0
66.27,46.08,37.08,25.97,57.71,26.38,0
109.85,53.61,20.03,38.45,37.64,38.43,0
113.65,44.71,34.21,21.57,37.16,32.85,0
115.1,44.86,41.2,24.26,41.44,35.94,0
123.75,67.88,26.92,32.41,46.71,41.11,0
149.43,21.08,27.35,22.42,54.33,33.9,0
138.62,36.41,17.17,35.12,44.09,38.53,0
122.5,59.14,36.64,33.51,66.02,41.58,0
72.52,64.2,34.35,35.55,82.26,32.94,0
133.73,69.44,16.94,29.72,62.01,38.62,0
128.62,49.68,20.09,34.69,47.86,38.88,0
122.24,32.81,28.66,41.99,20.0,42.47,0
139.73,30.74,21.7,21.92,71.64,31.04,0
119.99,69.96,23.7,30.07,79.67,37.13,0
117.87,38.5,44.07,28.93,67.84,37.26,0
129.23,46.57,34.54,25.44,43.42,37.62,0
134.29,61.76,20.06,27.05,58.25,37.25,0
115.07,43.41,34.6,29.88,83.17,34.88,0
120.83,48.69,10.0,30.08,68.17,31.6,0
113.69,70.64,35.87,23.63,73.05,36.12,0
145.8,38.29,35.81,22.34,51.99,37.77,0
161.8,55.94,30.2,21.62,56.71,41.18,0
147.76,32.68,34.13,22.75,59.44,36.76,0
136.93,32.72,35.99,30.84,41.52,40.21,0
136.9,57.27,39.2,27.28,42.18,42.6,0
130.81,48.44,27.83,25.81,47.12,36.55,0
146.01,53.39,10.0,27.66,20.91,37.94,0
114.7,54.72,24.35,25.99,48.45,33.72,0
110.62,28.99,41.9,39.37,34.68,40.98,0
174.6,41.96,37.69,41.9,36.28,54.49,0
97.15,43.81,27.34,39.82,61.69,36.01,0
87.75,49.15,23.56,21.52,51.95,25.49,0
144.24,65.61,38.2,20.4,30.57,41.99,0
153.44,48.49,43.04,14.78,54.72,38.39,0
109.79,45.21,33.9,25.63,59.39,33.07,0
90.53,18.0,10.0,31.99,38.37,24.29,0
90.94,42.49,33.67,39.05,37.62,37.05,0
60.0,57.41,13.02,28.03,78.74,21.04,0
83.5,76.35,46.44,31.08,53.77,38.72,0
143.84,69.0,34.85,23.9,32.64,43.23,0
121.74,39.71,13.84,40.55,52.83,37.43,0
100.8,50.45,21.67,41.28,73.85,36.35,0
150.31,49.42,28.32,20.07,49.98,37.31,0
121.38,29.47,26.49,36.42,60.83,36.5,0
159.89,54.26,41.98,15.07,27.47,41.62,0
140.89,55.13,53.16,33.26,53.09,48.81,0
134.26,60.4,13.25,18.7,53.91,31.46,0
128.84,33.97,12.66,19.13,52.93,26.9,0
170.24,68.25,25.81,30.86,54.05,48.12,0
145.4,42.15,22.77,30.09,53.31,38.92,0
137.73,50.15,33.51,21.82,36.81,37.93,0
119.01,30.13,30.78,27.45,38.62,33.82,0
119.73,42.67,27.1,26.57,55.04,33.56,0
97.03,54.72,26.6,29.86,67.38,32.07,0
133.08,57.47,34.74,35.56,68.6,43.69,0
148.26,44.64,15.0,27.95,40.58,37.48,0
138.01,35.54,33.51,39.96,80.22,42.83,0
107.47,59.64,21.6,26.26,79.82,31.02,0
97.08,83.4,21.26,31.04,47.35,36.41,0
166.15,70.6,10.0,27.83,49.11,42.65,0
158.13,36.06,26.58,27.45,43.73,40.43,0
156.65,46.65,31.16,29.15,51.72,43.19,0
136.91,27.18,25.64,28.7,42.6,35.83,0
130.06,39.61,26.42,42.92,65.59,42.48,0
99.42,53.5,17.7,27.14,59.16,29.24,0
131.7,36.38,21.83,13.89,67.46,26.61,0
145.23,55.67,27.64,42.6,68.52,47.44,0
127.8,60.85,22.04,42.65,54.66,44.4,0
130.78,56.55,16.74,32.58,61.85,37.67,0
128.43,64.0,31.41,28.03,36.66,40.8,0
144.06,43.53,30.81,35.3,52.24,43.46,0
156.04,74.71,37.16,27.64,71.0,46.73,0
126.99,70.42,28.9,34.12,78.16,41.81,0
60.0,28.73,27.83,24.85,35.22,21.17,0
139.11,68.03,23.38,22.56,57.59,37.58,0
129.36,58.03,26.82,31.31,40.19,40.49,0
142.27,54.7,30.01,12.0,59.18,32.51,0
88.67,49.75,25.35,20.5,54.98,25.51,0
140.54,37.61,30.18,32.97,56.34,40.47,0
133.83,39.56,12.32,40.24,40.72,39.67,0
117.84,47.13,34.01,38.67,56.09,41.5,0
134.04,43.42,29.36,24.98,53.31,36.08,0
99.85,52.22,22.06,40.17,44.59,37.43,0
142.66,55.65,32.65,33.21,68.76,43.47,0
159.96,76.14,10.0,26.66,44.68,41.95,0
127.57,59.11,36.15,33.54,66.99,42.34,0
130.7,38.29,11.55,29.48,38.4,33.48,0
102.78,59.13,40.78,40.98,59.53,43.08,0
87.75,44.64,19.99,28.25,57.82,27.08,0
102.71,59.51,26.38,34.05,39.59,37.19,0
134.72,65.69,37.15,30.19,36.88,44.61,0
108.94,62.43,35.02,34.31,64.14,39.7,0
112.57,27.96,17.46,40.93,59.58,34.86,0
106.39,38.62,42.07,27.66,28.32,36.07,0
142.29,72.14,30.47,36.09,57.24,47.21,0
146.03,58.3,31.03,19.48,59.63,37.65,0
148.36,48.66,44.3,32.8,95.0,44.8,0
111.68,53.55,44.86,20.93,69.26,34.37,0
113.27,57.97,30.19,31.27,55.32,37.62,0
75.18,43.02,33.85,24.92,75.1,25.38,0
161.87,53.11,17.31,26.41,53.72,40.25,0
115.23,37.22,17.59,26.14,71.4,28.68,0
124.84,50.34,22.01,45.0,62.9,43.16,0
92.06,59.68,20.59,22.07,55.2,27.14,0
119.47,74.92,16.26,21.13,65.96,32.16,0
104.51,33.29,34.31,20.85,48.32,28.71,0
125.44,63.7,28.61,26.56,65.21,37.38,0
104.37,53.33,30.04,21.34,72.49,29.51,0
116.47,53.96,41.29,24.62,33.39,38.07,0
118.52,49.98,24.36,30.68,33.22,36.86,0
130.43,40.84,34.19,29.12,49.82,38.47,0
140.35,57.16,32.63,26.06,45.12,40.87,0
117.57,48.01,38.34,31.67,21.31,40.85,0
101.93,23.89,19.91,32.28,51.8,29.02,0
111.19,56.4,20.84,20.69,71.19,28.7,0
125.05,56.3,27.64,28.7,44.76,38.14,0
118.91,53.28,23.81,28.57,46.26,35.55,0
155.7,61.23,25.14,15.87,47.08,37.21,0
114.51,55.7,21.39,30.7,54.17,35.18,0
98.5,36.86,35.06,27.5,47.35,31.68,0
160.59,24.25,42.79,29.31,61.8,43.14,0
138.06,71.48,22.28,21.28,36.4,38.02,0
93.84,59.92,19.67,23.03,71.01,26.97,0
133.69,69.32,34.96,26.85,41.79,42.5,0
136.27,30.68,49.08,34.47,72.18,43.23,0
125.09,61.26,33.51,32.77,64.3,41.31,0
86.57,51.16,46.32,34.45,80.06,36.08,0
136.53,38.78,36.39,31.25,39.41,41.39,0
108.92,52.44,37.86,40.31,67.83,41.8,0
140.18,31.96,29.24,33.85,36.22,40.84,0
114.3,61.05,28.92,21.75,74.85,32.19,0
155.82,28.39,22.96,22.88,76.33,34.16,0
111.72,50.94,34.87,41.46,47.62,42.96,0
125.11,43.48,21.43,18.41,20.0,30.95,0
121.16,44.93,36.66,31.58,46.66,39.35,0
144.18,60.09,27.45,26.88,52.55,40.77,0
114.82,41.73,36.51,19.53,49.72,31.55,0
105.23,47.0,36.32,27.39,65.22,33.67,0
157.06,38.29,29.06,32.96,86.44,41.76,0
130.17,52.91,31.0,34.32,63.76,41.25,0
114.98,23.25,36.47,40.18,65.68,38.51,0
131.97,43.79,21.7,26.47,42.15,35.22,0
114.39,49.98,21.68,32.84,66.88,34.87,0
114.4,45.09,49.13,20.36,69.78,34.39,0
84.11,39.14,40.21,44.68,54.16,38.9,0
116.1,23.68,29.7,45.0,35.92,41.05,0
118.38,61.32,32.53,27.51,67.06,37.1,0
141.7,60.79,29.37,35.9,58.7,45.08,0
109.28,66.94,23.76,16.89,41.56,30.11,0
141.18,45.83,24.3,22.67,55.33,35.23,0
120.91,37.79,12.01,38.42,57.78,35.26,0
129.86,53.11,13.43,37.73,36.47,40.07,0
153.89,79.48,40.27,28.12,40.0,49.55,0
131.72,50.87,20.6,18.99,47.49,31.9,0
143.92,59.21,14.45,34.19,41.16,41.7,0
124.17,51.1,11.83,30.8,30.57,35.22,0
140.13,63.36,24.62,33.32,87.08,41.31,0
112.76,47.35,38.78,26.09,67.08,34.93,0
117.92,41.18,39.57,29.32,49.53,37.67,0
155.17,42.82,42.75,31.23,77.45,44.93,0
146.26,38.31,21.88,34.66,81.32,39.2,0
121.24,76.19,22.26,38.57,60.74,43.08,0
132.7,64.43,28.6,20.2,31.01,37.32,0
120.3,48.01,22.09,23.18,63.68,31.08,0
96.77,37.26,34.32,29.37,64.34,31.34,0
120.04,37.39,28.09,28.79,65.69,33.69,0
113.84,42.77,30.37,26.07,20.0,34.8,0
104.37,71.59,26.86,33.85,67.8,37.79,0
160.36,38.44,26.07,22.85,69.18,37.47,0
135.19,56.03,31.16,22.2,57.59,36.88,0
115.46,71.2,41.32,23.29,80.6,37.28,0
98.55,35.83,33.53,43.78,46.89,39.35,0
146.31,31.29,21.68,28.25,43.86,36.85,0
77.14,60.3,31.69,21.31,79.6,25.61,0
119.88,56.51,35.08,22.41,59.24,35.15,0
85.89,63.53,31.41,22.54,90.15,27.65,0
82.65,49.58,23.32,37.63,90.12,30.72,0
102.29,72.64,16.92,23.68,78.89,29.54,0
154.3,85.08,20.97,26.01,78.59,42.79,0
131.74,57.19,46.43,20.15,20.0,40.94,0
106.93,66.17,31.49,27.34,34.58,37.01,0
136.46,56.41,45.92,15.67,20.0,39.32,0
105.35,45.91,25.83,24.14,46.94,30.31,0
112.57,47.34,22.11,27.96,91.58,30.59,0
106.14,59.93,26.99,40.9,73.04,39.77,0
103.35,43.8,22.29,31.37,50.19,32.26,0
105.89,38.37,23.2,25.61,67.3,28.44,0
127.53,51.07,14.42,31.05,36.18,36.28,0
164.28,48.09,36.28,30.13,47.67,46.69,0
130.55,44.16,28.34,36.93,52.75,41.31,0
116.38,31.0,18.74,16.91,77.94,23.34,0
94.68,57.27,35.45,27.0,44.57,33.84,0
94.74,44.91,31.72,25.71,62.62,29.68,0
100.66,44.52,30.82,30.63,40.07,34.06,0
118.47,57.2,27.25,29.92,68.2,36.42,0
139.9,33.93,29.86,34.91,72.84,39.91,0
146.14,59.22,12.4,24.37,71.35,35.19,0
109.17,43.97,32.16,33.18,61.87,36.02,0
89.21,18.0,29.21,27.49,36.28,26.52,0
125.24,52.97,15.01,27.56,31.25,34.78,0
115.56,52.24,32.76,34.56,62.91,39.11,0
129.04,54.63,35.32,16.42,51.2,34.0,0
74.4,65.16,28.62,30.63,63.93,30.5,0
138.0,64.2,19.67,31.76,42.83,41.29,0
140.08,58.68,32.59,31.33,54.79,43.17,0
134.74,71.3,30.68,12.26,33.47,35.05,0
114.4,46.37,19.35,23.12,25.34,31.02,0
112.63,39.17,38.21,12.42,61.36,27.07,0
148.57,62.48,22.22,35.76,72.43,44.08,0
122.81,49.89,41.05,24.36,45.03,37.87,0
139.43,46.42,21.83,28.29,74.87,36.24,0
121.44,45.81,38.59,42.71,51.95,45.29,0
162.01,35.43,26.77,31.21,95.0,40.4,0
120.12,41.41,35.05,32.17,88.66,36.48,0
77.1,60.0,25.95,35.24,25.95,33.83,0
107.55,95.57,47.24,28.81,55.49,44.71,0
128.82,62.2,20.9,30.32,42.11,38.97,0
105.9,60.93,20.29,28.23,37.31,33.71,0
180.03,51.25,26.02,30.59,36.35,48.3,0
157.08,51.32,17.45,35.14,67.18,42.86,0
134.05,57.47,25.29,31.27,74.62,39.15,0
150.85,57.88,20.64,23.04,95.0,35.98,0
155.54,65.23,24.73,23.03,88.16,39.17,0
117.52,50.42,35.05,23.69,63.33,34.3,0
107.15,31.61,24.64,22.8,38.18,28.11,0
131.13,56.43,37.03,22.92,44.33,38.64,0
125.75,59.61,20.47,23.18,43.06,34.33,0
156.67,40.6,34.44,19.38,32.71,39.21,0
89.28,18.4,24.53,20.49,86.15,19.47,0
116.6,56.19,20.99,31.11,34.85,36.71,0
117.49,53.57,23.25,28.15,40.24,35.29,0
135.53,54.36,37.55,27.93,63.87,40.79,0
132.69,43.96,16.69,21.39,36.04,31.94,0
136.83,81.27,30.88,42.98,47.09,51.55,0
149.01,63.76,31.59,20.61,51.88,40.04,0
120.35,56.0,28.41,17.83,44.95,31.99,0
100.3,55.11,38.31,20.96,72.99,30.8,0
120.32,50.15,28.47,27.83,61.45,35.35,0
128.61,67.6,19.61,24.43,34.83,36.79,0
142.03,41.82,10.0,27.08,86.95,32.01,0
102.01,50.47,31.44,21.18,31.02,31.02,0
118.48,61.07,32.94,12.0,69.04,29.33,0
110.16,55.64,17.28,34.02,72.53,34.15,0
140.18,49.9,27.81,32.13,30.57,42.43,0
144.76,45.53,19.26,39.86,32.47,44.36,0
118.1,55.48,37.01,27.32,77.38,36.7,0
183.91,68.84,25.01,16.9,54.85,43.45,0
120.52,45.62,34.72,32.3,60.14,38.56,0
119.03,57.41,34.45,32.73,49.23,40.64,0
136.2,49.58,37.19,31.07,56.76,42.08,0
85.66,52.8,29.19,19.8,35.74,26.93,0
149.52,66.36,38.27,37.79,20.0,52.29,0
81.97,34.62,29.42,35.08,69.91,29.71,0
119.9,52.93,33.23,31.24,48.73,39.15,0
141.12,37.16,38.66,29.47,36.02,41.81,0
138.13,57.82,18.86,33.72,52.24,40.73,0
163.48,50.66,28.88,29.5,24.93,45.95,0
134.16,58.61,29.62,34.02,42.43,43.35,0
151.24,39.98,28.23,16.03,48.26,34.2,0
117.46,58.54,25.37,30.17,72.07,35.91,0
110.35,63.83,15.96,18.84,48.47,28.63,0
148.07,30.6,23.86,28.42,76.85,36.03,0
146.96,56.59,34.35,21.94,77.09,38.74,0
151.88,43.74,34.58,37.76,91.06,45.09,0
104.78,57.82,34.22,45.0,95.0,41.92,0
145.54,61.85,37.17,24.71,42.7,43.0,0
123.2,60.23,32.42,33.76,45.58,41.99,0
107.78,49.2,45.89,31.87,75.87,38.44,0
103.52,45.46,13.02,38.3,36.57,34.44,0
112.15,40.52,37.6,29.63,74.85,34.96,0
113.39,57.5,39.2,27.24,73.33,36.82,0
147.07,52.7,42.87,25.38,50.22,43.32,0
102.05,43.29,21.44,38.67,84.27,33.7,0
126.27,52.51,15.26,19.46,52.45,29.85,0
111.94,39.84,40.05,25.3,49.82,34.5,0
121.14,46.51,16.16,31.38,49.22,34.43,0
148.87,49.8,34.23,26.09,36.49,42.21,0
176.25,69.17,27.31,29.03,40.06,49.47,0
130.84,59.04,24.59,26.36,50.57,37.37,0
111.27,48.07,14.95,33.92,68.12,32.9,0
140.14,69.69,29.9,29.62,69.04,42.52,0
132.47,32.56,30.07,28.76,68.42,35.58,0
118.04,62.37,27.52,32.02,90.9,37.05,0
131.95,36.01,10.0,28.83,49.17,32.15,0
149.2,65.14,33.29,33.77,66.32,46.54,0
117.48,18.0,22.61,38.19,66.21,33.88,0
172.41,66.78,11.79,28.47,72.75,42.81,0
147.25,57.49,20.88,30.13,69.7,40.14,0
127.93,41.16,28.78,24.96,69.33,33.71,0
93.22,53.77,28.65,21.75,53.42,28.39,0
128.55,45.61,22.41,30.06,46.99,36.58,0
108.88,49.55,29.67,24.82,42.82,32.93,0
118.11,48.43,16.84,38.68,59.48,37.45,0
128.64,47.61,24.39,31.06,58.23,37.29,0
