pm25,pm10,no2,so2,co,o3,nh3,temperature,humidity,wind_speed,aqi_category
57.974,84.719,52.944,14.889,1.926,43.11,41.838,18.809,56.679,2.21,Poor
101.809,142.442,46.873,35.257,3.01,38.728,52.705,32.213,67.304,4.128,Poor
37.29,59.936,44.561,29.921,1.047,48.832,35.187,15.879,66.252,0.43,Moderate
31.863,61.442,28.176,39.497,1.479,32.907,30.023,24.36,58.003,4.982,Moderate
60.027,92.797,53.791,16.023,1.932,9.947,17.41,31.92,70.494,5.35,Moderate
116.975,191.991,48.949,14.988,2.143,25.384,40.738,31.283,88.285,1.479,Poor
59.736,105.542,55.575,14.942,1.945,31.508,30.316,20.625,65.41,4.42,Moderate
41.463,74.964,43.588,16.55,1.122,49.158,25.215,30.216,58.965,4.316,Moderate
26.044,27.589,81.055,26.493,1.052,49.273,37.147,20.391,72.608,1.807,Moderate
57.582,115.354,38.145,36.434,1.913,25.972,26.035,29.674,47.857,1.458,Poor
30.114,60.608,27.905,8.462,1.247,28.679,18.338,36.994,53.402,1.972,Moderate
91.835,154.676,46.156,20.854,1.965,24.965,27.605,30.065,50.393,3.685,Poor
154.619,130.598,78.659,21.263,2.509,14.15,39.322,32.082,68.941,3.454,Very Poor
65.384,96.117,42.464,17.707,1.912,22.585,11.481,37.189,54.358,3.94,Poor
101.05,95.178,33.864,22.155,2.598,37.674,35.846,29.762,52.205,4.466,Poor
20.396,37.943,21.793,29.468,1.808,37.123,11.224,22.286,58.348,0.3,Moderate
74.67,67.815,13.643,29.526,1.706,37.381,34.594,21.432,70.693,1.013,Moderate
36.825,57.573,42.675,28.856,2.101,20.207,25.437,24.561,93.347,1.831,Moderate
57.833,103.655,51.402,24.699,1.91,22.591,38.003,28.625,44.591,4.655,Moderate
30.221,27.227,46.987,21.218,1.845,34.108,18.118,24.824,20.475,5.111,Moderate
83.4,106.309,35.697,39.383,2.235,36.797,8.155,16.052,61.381,3.941,Poor
54.385,75.584,47.312,23.207,1.838,53.445,28.124,21.966,67.14,5.468,Moderate
67.679,127.506,66.847,46.904,2.531,42.866,30.979,28.377,60.348,3.088,Poor
98.303,161.988,34.554,20.388,2.123,34.274,28.843,30.713,36.359,1.292,Poor
100.18,163.617,43.474,14.986,2.09,42.044,39.297,26.177,69.991,4.332,Poor
69.242,80.32,70.769,25.168,1.848,21.535,41.354,34.479,27.833,5.447,Moderate
59.897,86.255,57.716,28.031,2.329,29.286,36.05,31.321,71.648,2.924,Moderate
54.257,78.29,44.202,28.53,1.322,22.391,31.403,33.75,37.118,0.534,Moderate
103.417,145.519,86.791,20.923,2.684,10.729,40.946,30.05,37.958,0.771,Very Poor
139.363,109.198,47.933,17.648,2.42,37.044,35.767,41.41,71.39,0.3,Very Poor
110.41,137.637,6.756,20.968,1.691,61.404,14.164,22.071,94.194,3.477,Poor
72.344,88.349,40.001,38.855,1.918,57.105,39.299,32.616,24.37,3.215,Poor
63.273,92.18,19.697,9.477,2.041,40.229,34.044,33.919,36.365,3.165,Poor
74.936,133.529,31.73,21.56,1.654,36.471,18.567,36.78,19.275,3.745,Poor
54.687,67.564,22.503,14.36,1.062,50.799,43.507,19.452,52.65,5.49,Moderate
91.184,151.547,46.213,13.422,2.655,17.732,31.886,18.318,81.391,0.3,Poor
59.726,80.153,38.001,19.275,1.932,13.309,32.871,35.981,48.024,2.547,Moderate
85.368,136.64,84.687,27.346,1.329,62.471,50.484,23.613,42.034,3.823,Poor
81.181,130.548,33.648,15.616,2.16,6.325,27.558,34.129,60.853,1.855,Poor
26.13,43.933,67.508,39.552,1.399,41.999,37.692,31.049,61.296,5.184,Good
46.898,62.245,66.733,30.851,1.05,42.579,37.834,22.287,40.309,3.33,Moderate
39.699,76.904,6.957,21.313,2.105,26.855,12.848,30.023,67.235,2.84,Moderate
12.585,36.201,42.89,23.896,1.094,31.771,43.017,37.336,56.219,3.773,Moderate
17.396,27.671,68.103,25.615,1.211,47.033,17.938,28.994,56.718,3.722,Moderate
26.775,59.5,47.489,19.139,1.716,5.0,46.491,26.923,61.665,0.535,Moderate
81.841,108.173,49.57,38.295,2.21,55.16,19.122,18.524,34.274,2.918,Moderate
84.619,176.546,57.706,25.602,2.464,31.048,24.908,30.328,64.872,1.142,Poor
23.932,34.196,66.347,14.2,1.579,39.401,31.865,44.0,41.8,1.392,Moderate
102.935,115.158,46.288,41.18,2.539,55.773,25.383,26.503,49.625,2.957,Poor
97.607,133.535,56.276,20.155,2.524,26.115,18.879,24.693,51.888,4.808,Poor
143.897,161.826,45.998,46.046,2.211,40.967,16.912,25.834,96.0,2.329,Very Poor
48.879,85.286,28.521,10.113,1.474,17.757,39.142,27.237,45.454,0.3,Moderate
35.329,53.951,63.816,18.5,1.896,51.543,37.99,29.704,47.713,3.39,Moderate
63.635,89.933,69.594,21.001,1.803,25.184,28.657,20.741,58.525,1.271,Moderate
82.792,106.241,67.253,6.842,2.239,38.351,37.292,35.148,64.007,1.374,Poor
166.781,222.057,48.767,37.739,2.123,5.0,40.596,36.131,47.445,3.007,Very Poor
29.686,46.613,56.763,6.974,2.136,24.243,30.469,21.458,85.563,3.177,Moderate
51.108,44.196,32.393,34.035,1.317,17.485,25.972,35.301,51.791,0.3,Moderate
36.902,67.147,30.55,14.344,1.545,29.404,53.142,30.279,58.752,0.819,Moderate
30.003,41.028,47.153,18.649,1.466,33.407,26.085,30.824,46.182,1.24,Moderate
28.891,21.403,49.551,8.004,1.203,18.759,12.825,19.297,70.667,4.761,Good
45.573,63.785,36.33,9.724,1.781,22.683,27.033,26.517,58.841,2.238,Moderate
105.715,124.057,22.836,38.504,1.905,25.486,20.65,23.178,85.438,2.322,Poor
111.268,110.567,54.764,32.042,2.329,32.586,10.146,27.019,26.555,3.262,Poor
83.76,113.46,43.511,25.032,2.778,25.118,16.265,44.0,55.225,4.507,Poor
87.169,139.715,41.956,16.626,1.615,38.667,15.381,29.918,47.453,3.568,Poor
78.807,135.173,30.296,30.753,2.032,47.774,34.929,21.603,47.528,4.836,Poor
41.495,54.953,25.79,9.804,1.201,41.372,31.463,23.17,61.942,0.834,Good
47.172,85.946,69.339,37.429,2.386,51.448,34.283,32.909,45.119,2.832,Moderate
17.495,20.417,27.004,28.736,1.576,34.954,22.839,28.258,23.928,0.3,Moderate
30.311,45.835,25.351,16.724,2.808,8.391,25.782,31.885,64.154,8.117,Moderate
30.354,54.474,39.447,23.31,1.314,56.462,53.701,17.362,70.559,4.207,Poor
90.885,121.186,62.07,20.241,1.588,22.719,23.361,27.453,49.066,2.089,Poor
95.388,101.296,53.336,37.444,2.685,43.479,35.169,27.281,51.247,2.949,Poor
52.046,93.242,41.245,34.274,1.86,27.113,36.065,34.881,18.0,2.014,Moderate
115.652,122.976,58.267,16.628,2.301,38.424,31.198,31.183,76.166,5.499,Poor
19.568,30.408,68.262,24.087,1.147,66.469,53.904,27.139,54.02,4.428,Good
67.044,108.358,78.085,26.542,1.691,22.707,7.278,32.059,70.357,4.229,Good
62.687,95.978,43.104,19.904,2.244,56.506,44.677,21.153,77.628,2.701,Poor
77.008,108.511,81.393,29.358,1.935,65.618,33.208,37.046,43.063,0.671,Poor
104.549,157.09,43.547,31.763,1.378,43.319,39.267,33.699,73.634,3.789,Poor
19.941,20.0,24.374,27.747,1.331,32.562,16.009,34.576,54.229,1.75,Moderate
34.896,65.741,61.663,32.614,1.974,8.505,37.828,32.85,58.62,0.3,Moderate
51.177,60.822,54.323,14.066,1.8,17.926,27.854,41.161,62.535,2.105,Moderate
16.607,39.674,70.881,17.118,1.638,26.189,10.631,25.735,39.944,3.707,Moderate
28.427,42.572,56.365,23.259,1.55,26.597,25.202,29.577,55.24,1.64,Moderate
15.337,52.217,44.84,39.323,1.089,13.237,16.217,30.251,33.465,1.992,Good
75.698,69.531,44.814,16.18,1.326,46.795,39.914,35.293,79.817,2.776,Moderate
70.225,87.37,22.636,7.746,2.879,47.179,11.497,26.669,63.875,1.798,Poor
33.461,72.905,37.303,25.527,1.441,58.303,42.718,25.494,62.789,1.548,Moderate
51.236,81.658,21.826,32.691,1.924,21.475,10.271,29.468,79.957,3.752,Moderate
24.156,40.933,50.329,10.922,1.525,38.381,29.386,26.36,23.215,2.784,Moderate
52.115,72.746,16.847,25.671,1.574,25.271,47.117,35.044,80.668,4.844,Moderate
87.976,95.142,33.071,15.605,1.964,17.073,30.319,30.79,53.544,2.859,Poor
39.189,56.54,26.886,22.193,1.609,21.268,63.338,22.885,26.731,1.087,Moderate
44.717,65.813,48.219,27.881,1.607,46.459,59.127,27.315,79.985,4.147,Moderate
51.37,101.87,28.23,27.585,1.411,26.441,36.648,35.864,58.612,5.245,Moderate
25.986,53.898,41.443,31.878,1.528,30.962,15.788,43.934,23.738,0.3,Moderate
63.546,86.655,57.916,20.898,1.785,32.752,31.703,32.633,54.934,2.479,Poor
48.523,79.916,30.73,19.145,1.341,41.137,26.285,28.87,53.878,3.547,Moderate
36.124,81.956,69.726,36.109,1.272,26.528,29.937,16.253,45.545,4.158,Moderate
67.283,131.875,44.976,44.943,1.621,38.079,31.249,26.124,28.21,1.114,Poor
43.175,48.159,32.754,18.542,2.134,20.646,22.432,32.606,69.045,3.714,Moderate
38.672,69.956,37.932,29.268,2.243,22.887,53.784,44.0,69.55,4.418,Moderate
48.405,59.975,52.981,6.915,1.151,42.097,19.27,44.0,57.558,3.147,Moderate
59.294,96.381,45.563,39.712,1.671,51.291,33.745,23.852,50.493,1.628,Poor
81.004,152.341,55.414,15.87,2.558,44.057,23.801,22.128,52.797,0.462,Poor
28.166,49.459,44.337,11.9,0.987,59.355,20.786,32.0,80.401,1.458,Good
65.677,103.304,52.246,35.073,1.55,62.317,37.498,32.524,84.073,3.793,Moderate
63.721,78.33,30.783,22.512,2.421,40.203,40.17,14.778,76.813,2.751,Poor
26.579,31.605,53.568,21.563,1.186,33.333,17.992,26.445,59.448,3.071,Moderate
59.098,89.355,59.924,29.211,1.898,38.618,8.024,32.358,76.125,4.353,Moderate
16.463,20.0,30.462,9.909,1.047,25.601,21.586,38.588,60.846,2.947,Good
75.723,119.331,71.491,42.776,1.759,50.473,25.466,33.158,51.944,1.746,Poor
66.774,142.278,44.758,27.234,2.111,45.592,17.906,29.679,53.245,0.592,Poor
20.294,34.178,26.913,16.77,1.454,16.717,14.266,22.892,18.0,8.657,Good
144.073,240.271,42.827,29.328,2.616,18.412,45.827,22.316,27.773,1.71,Very Poor
64.371,80.721,62.626,24.226,1.653,20.272,17.906,33.824,72.658,1.758,Moderate
55.841,72.094,57.555,20.393,1.966,58.234,39.127,25.504,68.436,1.283,Moderate
78.72,88.624,19.101,30.418,1.806,43.224,35.768,17.303,32.859,5.622,Moderate
73.691,99.077,70.268,29.026,0.999,19.863,11.855,29.718,35.427,2.78,Moderate
32.692,74.179,34.363,27.624,1.926,22.892,14.919,29.736,67.445,4.996,Moderate
35.069,52.198,74.169,15.245,1.535,50.077,33.353,27.432,59.666,5.29,Moderate
52.182,109.328,40.265,34.348,1.622,18.301,31.244,30.658,76.466,3.406,Poor
21.623,26.102,51.682,2.0,0.665,32.336,24.49,28.229,60.793,3.237,Good
38.79,59.978,56.036,22.705,2.249,30.73,32.977,24.512,74.168,1.358,Moderate
145.647,223.865,74.628,25.181,1.69,32.932,26.761,26.293,38.389,4.831,Very Poor
26.524,49.825,29.987,10.602,2.334,28.079,41.088,35.422,65.366,4.847,Good
22.941,34.079,35.849,21.563,1.048,57.101,30.719,27.352,48.432,3.841,Good
48.561,46.491,33.879,38.405,1.83,58.965,17.58,26.345,60.508,2.444,Moderate
16.343,33.171,30.429,21.924,1.31,39.023,44.541,27.663,44.704,2.475,Good
25.126,45.898,44.63,17.856,1.696,29.406,44.812,39.166,87.185,3.145,Moderate
38.864,73.987,63.559,2.0,1.153,49.764,34.967,17.751,67.696,4.75,Moderate
44.555,59.618,40.827,31.183,2.131,49.916,37.009,34.326,56.858,3.809,Moderate
123.619,168.136,66.127,43.209,2.22,19.955,2.0,33.636,65.187,4.485,Poor
64.39,98.788,39.623,21.096,1.464,36.201,26.022,35.121,64.255,2.277,Moderate
70.115,104.612,76.608,44.723,2.37,62.1,27.481,34.848,68.431,7.292,Poor
20.78,49.422,57.404,27.422,1.072,5.0,52.962,33.73,50.398,5.516,Moderate
64.531,78.571,49.003,40.585,1.393,54.334,39.229,35.548,49.623,8.035,Moderate
58.161,104.387,53.935,23.477,1.675,39.205,25.223,31.904,42.587,2.424,Moderate
67.831,81.494,56.061,37.49,1.846,57.98,30.6,19.495,56.151,1.257,Poor
27.447,58.589,16.403,31.172,1.421,8.532,21.4,21.826,60.41,3.601,Moderate
86.789,127.937,46.579,20.161,1.887,25.543,33.421,25.888,51.447,2.754,Poor
26.697,28.051,39.838,36.6,1.606,45.356,27.858,25.467,54.567,2.285,Moderate
28.973,45.518,41.653,20.617,1.337,58.519,28.906,31.266,69.764,4.136,Moderate
51.943,92.023,76.538,13.123,2.113,9.92,46.954,28.102,59.459,3.451,Poor
78.51,98.719,78.193,2.0,2.605,23.774,39.355,29.737,53.962,3.949,Poor
47.658,95.769,21.929,9.171,1.693,30.195,41.627,40.916,84.677,2.398,Moderate
67.44,125.075,73.518,36.518,3.14,37.916,33.086,29.047,41.771,6.335,Poor
51.464,77.721,60.97,16.072,2.065,24.014,41.618,15.555,96.0,4.7,Moderate
74.162,83.728,24.79,17.963,1.503,30.552,31.938,24.588,46.403,2.87,Moderate
49.63,68.879,20.112,48.034,1.645,30.433,9.973,30.7,20.005,6.012,Poor
80.764,166.726,50.846,23.749,1.779,25.007,50.377,35.475,46.877,3.704,Poor
66.728,97.611,49.02,39.971,1.331,41.706,35.254,25.7,48.186,3.961,Poor
92.127,114.708,38.83,40.869,2.298,34.246,25.616,37.966,64.093,1.506,Poor
108.339,163.021,56.745,29.536,2.637,44.062,34.679,22.839,77.378,1.662,Moderate
21.322,34.343,73.499,31.176,1.329,30.488,39.977,26.631,83.846,0.949,Moderate
17.766,33.848,45.787,44.04,0.934,28.025,22.353,17.529,24.945,1.121,Good
54.913,85.083,42.412,15.123,1.938,49.875,38.901,28.075,86.274,3.278,Moderate
25.458,38.404,46.819,16.994,1.452,41.505,49.197,31.907,36.986,4.644,Moderate
71.142,104.6,32.953,20.237,2.338,34.161,19.838,39.776,75.71,0.304,Poor
43.33,77.798,49.761,29.916,2.288,47.994,33.427,24.928,52.181,2.086,Moderate
79.969,92.438,82.046,34.324,1.648,46.316,23.556,28.756,51.111,1.063,Poor
126.525,206.747,31.249,45.624,2.765,53.724,32.245,36.675,44.975,5.294,Very Poor
26.321,34.539,60.813,36.866,0.974,56.293,44.002,26.169,63.921,3.41,Moderate
112.17,192.001,20.368,15.658,1.987,34.085,52.623,26.965,35.848,2.585,Poor
20.889,22.691,55.651,28.743,1.831,37.446,31.296,29.787,34.979,4.911,Moderate
11.855,29.152,21.206,22.416,0.896,29.273,2.0,36.652,87.931,1.394,Good
95.261,149.278,62.03,26.709,1.789,21.975,35.584,38.701,27.421,5.08,Poor
72.623,109.261,46.987,18.662,2.613,12.926,12.92,28.56,74.785,3.949,Poor
113.418,204.743,19.129,33.201,2.486,9.382,30.962,35.129,64.359,2.973,Very Poor
40.457,59.685,63.613,22.169,1.844,42.741,42.784,32.848,63.717,2.046,Moderate
82.106,142.023,21.001,18.071,2.133,52.439,37.237,24.676,96.0,4.513,Poor
50.02,111.536,54.227,25.542,1.304,7.343,43.712,31.946,51.959,3.567,Moderate
29.386,29.797,62.067,2.0,1.793,52.212,34.172,27.495,59.665,4.625,Moderate
51.499,79.327,58.288,24.212,1.028,42.538,31.289,30.18,60.201,3.933,Moderate
50.257,102.533,40.588,22.361,2.534,60.267,33.199,30.945,51.288,2.031,Poor
30.33,43.779,26.403,13.539,1.631,46.647,33.499,35.692,33.724,3.765,Moderate
20.306,25.382,36.766,2.0,1.607,40.003,49.17,22.183,70.779,6.042,Moderate
49.684,71.048,40.772,18.922,1.964,42.518,2.348,32.236,26.802,3.603,Moderate
79.01,138.432,39.625,19.267,1.614,34.245,34.672,40.501,36.119,4.127,Poor
53.213,105.833,16.21,22.75,0.846,34.073,31.279,26.425,46.461,0.931,Moderate
17.121,20.0,8.666,17.463,2.465,45.739,6.51,39.409,52.433,2.882,Moderate
27.043,62.875,53.468,41.224,1.073,29.807,37.717,26.197,53.152,3.08,Moderate
70.477,123.841,40.094,29.707,2.592,27.592,35.863,17.663,55.716,0.3,Poor
28.913,38.288,47.047,19.341,1.076,27.7,34.336,34.776,52.953,3.622,Good
36.683,72.802,12.553,21.763,1.979,55.678,20.8,23.786,47.113,0.873,Moderate
32.665,47.682,34.826,24.529,2.243,26.625,23.519,25.463,60.541,0.537,Moderate
58.283,73.879,59.072,23.85,1.791,15.083,20.151,19.837,62.024,3.423,Moderate
31.237,34.472,36.476,23.241,1.485,35.141,43.996,35.665,65.732,0.735,Moderate
15.685,20.511,62.229,35.004,1.284,51.458,2.0,18.517,39.508,2.425,Moderate
66.505,93.04,30.571,37.233,1.718,26.58,16.314,23.138,62.175,2.605,Poor
56.066,57.249,50.814,30.539,1.181,55.249,42.365,36.111,96.0,4.013,Moderate
71.498,118.598,45.007,21.484,1.958,16.615,6.721,26.048,75.008,3.108,Poor
79.246,87.581,40.981,27.984,2.501,26.545,48.746,38.978,76.954,6.277,Moderate
31.379,68.735,58.038,17.496,1.908,41.385,21.982,22.967,79.973,2.721,Moderate
83.27,136.276,57.194,34.595,2.087,44.413,5.556,22.621,61.074,1.776,Poor
45.411,78.796,71.544,15.539,2.851,54.15,18.763,29.35,58.361,2.531,Poor
41.444,64.448,20.912,39.848,2.19,7.819,17.957,42.295,52.764,4.767,Moderate
60.013,71.506,20.555,22.249,1.947,32.07,34.619,34.006,44.257,4.006,Poor
35.505,45.108,47.291,18.476,1.496,33.033,51.097,32.609,81.991,2.621,Moderate
46.345,40.585,45.306,30.698,1.563,55.568,28.785,33.035,65.858,2.057,Moderate
60.088,102.179,46.621,30.248,1.537,25.643,38.851,30.906,74.883,2.041,Poor
49.037,69.307,52.559,17.204,1.41,36.962,26.788,26.313,52.502,6.42,Moderate
49.699,78.505,68.755,34.289,1.434,5.237,10.413,23.536,51.909,4.689,Moderate
41.565,58.487,58.221,16.625,1.793,40.395,27.802,24.926,46.741,2.364,Good
61.333,122.842,67.995,32.629,1.708,22.182,11.958,24.845,47.789,4.861,Moderate
35.556,64.52,58.866,42.702,1.712,23.951,16.836,28.706,80.338,2.933,Moderate
30.479,57.776,44.754,26.64,0.278,5.211,39.128,27.962,96.0,1.793,Good
51.468,114.551,31.805,16.153,0.965,30.379,44.804,24.839,66.39,2.488,Moderate
24.795,44.396,56.257,27.08,1.166,28.295,38.674,23.82,71.002,3.138,Moderate
45.368,78.215,54.816,16.011,1.495,36.427,41.31,27.906,43.701,6.601,Moderate
28.184,55.558,7.735,20.021,1.286,5.0,44.06,42.276,74.256,1.981,Moderate
52.318,83.629,25.182,36.082,1.871,5.0,19.735,32.246,83.486,2.907,Moderate
52.635,85.296,55.328,21.387,0.943,58.632,30.677,29.351,84.251,1.248,Moderate
41.784,61.2,69.616,2.0,1.613,46.13,36.683,32.782,57.801,2.379,Moderate
43.072,60.81,33.502,22.57,1.174,34.766,30.427,27.014,45.522,3.721,Moderate
42.583,87.174,32.498,39.044,1.66,45.453,30.258,23.022,53.047,2.17,Moderate
108.113,155.611,59.466,22.512,1.46,40.918,25.237,19.054,64.445,4.79,Poor
63.052,89.607,18.446,27.965,1.813,39.45,41.84,25.753,63.285,2.92,Good
132.361,175.496,27.952,31.469,2.349,8.103,37.131,26.988,69.477,0.862,Poor
54.637,70.606,42.766,36.803,1.423,33.31,40.586,27.504,58.701,1.254,Moderate
33.215,59.325,62.859,49.845,1.905,42.03,23.157,42.909,47.338,1.224,Moderate
38.152,34.08,41.837,5.023,1.568,50.339,32.674,23.625,81.544,4.445,Moderate
149.561,203.138,50.354,26.852,3.089,67.609,50.674,15.24,54.01,3.332,Very Poor
107.944,170.893,40.114,39.457,1.751,26.854,25.26,40.837,54.847,4.587,Poor
90.885,139.789,51.652,23.752,1.926,39.124,33.478,21.278,46.017,4.208,Poor
33.356,55.783,46.186,30.731,1.152,24.516,22.282,25.598,75.905,2.313,Moderate
71.634,70.703,47.244,43.965,1.997,55.823,26.278,19.189,44.04,2.09,Poor
73.132,111.819,43.585,26.782,1.773,54.877,52.222,42.449,90.382,1.609,Poor
47.633,67.994,21.734,12.24,1.353,5.0,8.402,33.478,54.744,1.199,Moderate
78.438,88.754,54.062,14.898,2.482,25.658,22.316,26.007,52.088,3.605,Poor
73.035,80.058,34.926,16.386,1.31,6.606,22.07,30.769,51.082,4.104,Moderate
24.861,51.959,37.52,35.706,1.67,35.075,36.039,13.746,77.656,4.213,Moderate
85.387,125.327,76.073,38.576,1.276,48.091,5.185,25.501,69.625,3.11,Poor
47.334,69.703,38.608,7.568,1.901,59.544,16.73,23.237,92.886,3.535,Moderate
66.501,100.8,37.829,18.126,2.258,36.363,38.649,29.063,96.0,3.217,Moderate
36.145,91.634,27.547,28.737,1.155,42.292,32.194,29.154,62.459,3.513,Moderate
50.841,80.305,14.71,36.494,1.764,32.098,38.502,28.974,50.226,2.128,Moderate
60.825,107.438,72.376,27.878,1.731,30.776,24.737,23.156,54.978,1.455,Poor
139.299,224.442,53.513,39.441,3.532,23.491,53.393,32.824,52.565,2.643,Very Poor
67.815,94.946,47.416,23.319,1.425,19.807,32.277,21.462,73.403,0.966,Good
8.0,20.0,20.979,24.723,1.457,58.101,22.953,33.412,53.733,4.907,Moderate
70.67,112.186,72.342,16.477,1.988,5.0,48.907,26.725,73.851,5.766,Moderate
28.562,45.952,58.402,29.443,1.201,20.937,53.621,29.725,86.638,4.908,Moderate
12.203,20.0,55.886,32.768,1.293,24.628,47.21,29.862,79.698,4.272,Good
53.638,99.801,69.739,31.559,1.696,33.254,25.368,37.636,71.543,1.667,Poor
11.525,31.553,38.753,10.659,1.479,47.263,35.284,22.565,61.987,2.013,Good
27.856,42.8,24.304,17.187,1.329,56.088,20.685,20.707,32.555,2.32,Moderate
49.633,73.31,64.546,21.078,1.618,5.84,24.867,34.556,47.449,0.976,Moderate
68.793,105.312,51.053,25.167,1.579,40.772,22.677,36.001,96.0,2.828,Poor
16.932,29.435,60.586,15.219,1.569,26.534,40.605,36.348,89.305,3.357,Moderate
48.682,86.839,73.174,30.176,1.748,25.761,29.898,26.567,88.782,2.41,Moderate
8.0,20.0,48.951,26.042,0.726,32.322,38.231,27.559,60.954,1.979,Good
68.153,45.426,11.998,19.835,0.964,20.137,27.067,35.709,47.359,3.222,Poor
41.287,89.44,15.772,14.694,0.879,13.792,33.78,22.196,71.557,4.075,Poor
62.601,91.35,11.962,17.325,1.211,38.026,51.228,36.803,18.0,3.483,Good
87.769,125.911,15.041,13.025,2.967,13.542,57.589,32.365,18.0,3.993,Poor
52.438,95.048,49.998,19.901,1.959,34.435,36.204,27.027,96.0,2.228,Moderate
10.894,37.931,35.28,15.772,1.212,23.453,21.019,29.704,70.638,3.628,Good
40.727,64.63,31.044,23.005,0.942,50.637,33.284,20.096,25.785,3.82,Moderate
20.346,30.73,31.993,24.602,1.422,45.582,21.473,31.567,68.168,3.13,Moderate
24.546,33.735,55.433,12.092,0.476,12.904,22.597,22.344,91.03,4.789,Good
33.407,43.583,39.302,17.399,0.647,51.185,32.979,30.185,33.297,4.45,Good
37.436,38.045,55.291,27.465,1.474,24.111,37.383,29.717,33.818,1.293,Moderate
106.558,157.04,47.81,42.84,2.142,32.284,19.776,28.771,52.053,1.544,Poor
31.444,51.852,42.894,34.948,0.777,18.712,34.838,30.241,31.641,3.459,Moderate
173.288,178.83,62.945,33.026,3.312,50.72,26.645,22.172,60.699,3.533,Very Poor
66.727,114.828,56.12,28.396,2.244,42.31,32.924,30.407,88.288,4.078,Poor
22.303,38.367,31.751,31.162,1.848,12.488,22.474,26.989,36.638,1.74,Moderate
79.09,75.666,10.444,31.417,2.174,22.513,34.792,37.966,56.088,3.631,Poor
58.451,80.72,35.864,35.163,1.237,24.406,30.702,21.613,44.229,0.407,Poor
51.682,47.42,20.957,22.804,2.26,37.632,52.776,22.061,46.21,1.943,Moderate
60.378,119.459,37.463,36.135,1.897,16.001,21.067,26.824,58.193,3.471,Poor
123.849,174.255,63.144,28.206,2.76,38.192,38.93,19.827,61.269,0.3,Very Poor
71.459,107.213,60.018,30.94,1.561,31.68,23.189,26.378,65.976,3.349,Poor
8.0,22.794,33.31,12.623,0.826,33.135,40.451,22.657,65.833,2.772,Good
49.958,91.242,43.216,13.235,1.666,36.543,41.788,25.715,55.172,1.762,Moderate
78.704,112.453,43.827,30.545,2.384,42.768,53.754,32.594,69.685,2.915,Poor
49.0,107.502,43.089,23.336,1.768,17.517,38.919,29.586,77.168,5.17,Good
80.687,117.258,47.026,6.288,0.948,59.675,35.148,22.068,38.413,3.174,Moderate
49.014,58.982,42.253,22.134,1.922,32.193,28.972,29.252,63.621,4.786,Moderate
70.389,119.431,43.36,35.316,2.444,45.894,35.596,34.563,61.773,1.108,Poor
17.817,33.797,41.887,33.836,1.039,38.814,29.251,33.959,62.566,2.717,Moderate
77.901,86.067,52.595,38.923,1.933,14.07,41.357,20.05,41.061,0.401,Poor
55.601,67.013,51.351,21.695,1.36,47.569,30.469,25.915,41.145,3.319,Moderate
43.953,75.563,41.796,13.708,0.832,54.806,35.035,24.916,49.257,2.442,Moderate
69.328,98.012,36.663,35.137,2.314,43.913,27.709,39.107,40.003,6.948,Poor
47.942,99.971,82.477,20.464,1.957,27.136,39.584,23.441,65.205,3.83,Moderate
85.209,154.328,74.088,12.705,2.047,22.158,39.813,35.603,56.63,4.239,Poor
9.376,30.316,44.75,23.501,1.311,22.509,28.441,38.576,60.64,3.999,Good
24.475,64.14,54.228,24.993,1.561,24.047,15.682,24.863,36.671,2.468,Moderate
125.095,227.476,44.307,30.999,2.612,37.205,37.977,25.785,43.614,4.196,Very Poor
27.249,37.482,82.524,22.451,2.014,5.0,35.131,35.806,95.7,3.429,Moderate
87.993,150.117,71.635,44.216,1.673,47.268,39.59,31.359,76.742,5.207,Poor
74.679,104.525,35.652,19.981,1.773,26.33,38.511,34.298,63.296,6.047,Moderate
48.888,73.54,46.366,18.428,0.749,42.259,16.029,26.345,71.737,2.063,Moderate
80.968,141.958,56.058,14.097,2.816,38.848,27.218,31.203,49.369,5.343,Poor
29.427,56.444,70.811,13.399,2.115,25.647,24.284,38.762,72.547,3.264,Moderate
44.347,55.119,38.348,23.347,1.527,48.167,55.613,28.091,50.508,1.621,Moderate
145.462,289.961,34.558,32.866,2.736,31.464,25.779,33.808,23.047,4.329,Very Poor
44.234,89.681,48.055,26.684,1.458,53.844,40.319,31.979,69.072,2.203,Moderate
17.199,41.165,36.67,14.708,1.447,36.949,8.565,22.911,67.032,3.118,Moderate
32.722,45.544,28.738,23.824,1.235,34.985,25.764,28.809,55.079,4.322,Moderate
84.139,116.506,45.644,31.16,2.833,19.096,41.079,29.992,70.73,4.267,Poor
46.221,70.772,59.865,14.367,1.256,74.944,2.0,21.891,58.892,5.101,Moderate
8.0,20.0,68.576,20.732,1.523,36.822,27.561,31.133,72.257,4.993,Moderate
141.325,175.915,52.072,50.461,2.378,15.814,31.325,25.553,34.915,3.791,Very Poor
10.966,20.0,50.341,16.615,1.924,61.726,59.41,29.075,62.907,5.337,Moderate
74.045,128.859,67.002,29.104,2.378,38.419,29.181,31.254,60.264,5.942,Poor
42.491,88.166,18.027,13.96,1.697,31.546,27.081,23.688,42.285,2.771,Moderate
21.068,40.328,6.0,29.574,2.464,13.144,38.519,12.167,78.201,2.882,Poor
49.969,78.579,50.172,24.563,1.191,27.038,32.008,25.813,73.807,3.762,Moderate
